,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
21,GO:BP,GO:0001816,cytokine production,1.6917695809407281e-09,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",607,95,23,16307,0.24210526315789474,0.03789126853377265,query_1,"['GO:0010467', 'GO:0032501']","['IL4', 'IL13', 'IL1B', 'IL33', 'CD14', 'ARG2', 'IRAK3', 'CASP8', 'SOD1', 'NOS2', 'TNF', 'ALOX5', 'GSTP1', 'PRKCZ', 'HLA-DRB1', 'HMOX1', 'PDE4D', 'HLA-DPB1', 'PTGS2', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21']","[['IDA', 'IGI', 'ISS', 'IBA'], ['IGI'], ['IDA', 'IMP', 'IGI', 'ISS', 'TAS'], ['IDA', 'ISS', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IMP'], ['IMP', 'ISS', 'IBA'], ['IMP', 'ISS'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS'], ['ISS'], ['IDA'], ['ISS'], ['IDA', 'IMP'], ['TAS'], ['IMP'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['IMP'], ['IDA'], ['ISS']]"
22,GO:MF,GO:0005126,cytokine receptor binding,1.8230619678587373e-09,True,"""Binding to a cytokine receptor."" [GOC:mah, GOC:vw]",236,97,15,17307,0.15463917525773196,0.0635593220338983,query_1,['GO:0005102'],"['CCL2', 'IL4', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'VEGFA', 'IL1RN', 'TNF', 'CXCL14', 'TSLP', 'LIF', 'LIFR', 'CXCL6', 'CCL15']","[['ISS', 'IBA', 'TAS'], ['TAS'], ['IDA', 'IPI', 'IBA', 'TAS', 'NAS'], ['NAS'], ['IDA', 'IBA'], ['TAS'], ['IPI', 'IBA'], ['IDA', 'IPI', 'IBA', 'TAS'], ['IDA', 'IPI', 'IBA'], ['TAS'], ['IMP'], ['IDA', 'IPI', 'IBA'], ['IPI', 'IBA'], ['IDA', 'IBA'], ['IBA', 'TAS']]"
23,WP,WP:WP5285,Immune infiltration in pancreatic cancer,2.5845954174302698e-09,True,Immune infiltration in pancreatic cancer,39,86,10,7899,0.11627906976744186,0.2564102564102564,query_1,['WP:000000'],"['CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'IL5', 'VEGFA', 'TGFB1', 'TNF']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
24,WP,WP:WP5115,Network map of SARS-CoV-2 signaling pathway,4.418022787537542e-09,True,Network map of SARS-CoV-2 signaling pathway,217,86,18,7899,0.20930232558139536,0.08294930875576037,query_1,['WP:000000'],"['CCL2', 'IL4', 'IL13', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'IL33', 'CD14', 'CASP8', 'CPN1', 'TNF', 'NLRP3', 'HLA-DRB1', 'NFKB2', 'PTGS2', 'CXCL6', 'CCL15']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
25,GO:BP,GO:0048585,negative regulation of response to stimulus,1.2462288914402484e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1291,95,31,16307,0.3263157894736842,0.024012393493415957,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']","['CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'ARG1', 'PTGIR', 'IRAK3', 'BBS4', 'CASP8', 'BCL2', 'IL1RN', 'PLAU', 'TNF', 'ADA', 'ALOX5', 'PPP2CA', 'PARP1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'TIMP3', 'HLA-G', 'TBX21', 'ICAM1']","[['IDA'], ['IDA', 'IGI', 'IBA', 'IC'], ['IMP'], ['IGI'], ['IDA'], ['IDA', 'ISS'], ['IMP'], ['ISS'], ['IMP', 'ISS', 'IBA', 'IC'], ['ISS'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IBA', 'TAS', 'IC'], ['IDA', 'IGI'], ['IDA', 'IBA'], ['IDA', 'ISS'], ['IMP', 'NAS'], ['IDA', 'IMP'], ['IDA', 'ISS', 'NAS', 'IC'], ['IMP', 'ISS', 'TAS', 'NAS'], ['IMP'], ['IDA'], ['IDA'], ['IMP'], ['TAS'], ['IDA', 'IMP', 'IBA'], ['IMP'], ['IDA', 'IMP', 'IC'], ['ISS'], ['IDA']]"
26,KEGG,KEGG:04060,Cytokine-cytokine receptor interaction,1.690279940680265e-08,True,Cytokine-cytokine receptor interaction,293,83,19,8091,0.2289156626506024,0.06484641638225255,query_1,['KEGG:00000'],"['CCR3', 'CCL2', 'IL4', 'IL13', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'TGFB1', 'IL33', 'IL1RN', 'IL1RL1', 'TNF', 'CXCL14', 'TSLP', 'LIF', 'LIFR', 'CXCL6', 'CCL15']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
27,GO:BP,GO:0045321,leukocyte activation,1.8244533351801697e-08,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",751,95,24,16307,0.25263157894736843,0.03195739014647137,query_1,"['GO:0001775', 'GO:0002376']","['CCL2', 'IL4', 'IL13', 'CCL5', 'IL1B', 'ARG1', 'IL33', 'CASP8', 'BCL2', 'SOD1', 'TNF', 'ADA', 'PRKCZ', 'HLA-DRB1', 'EDN1', 'MYB', 'HLA-DPB1', 'HAVCR1', 'IKZF3', 'TSLP', 'HLA-G', 'TBX21', 'ICAM1', 'CXCL6']","[['ISS'], ['IDA', 'IGI', 'ISS', 'IBA', 'TAS'], ['IGI'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'ISS'], ['TAS'], ['IDA', 'IMP'], ['NAS'], ['ISS', 'NAS'], ['IDA', 'IBA'], ['ISS'], ['IDA', 'IMP', 'IBA'], ['TAS'], ['IMP'], ['IMP', 'IBA'], ['IBA'], ['ISS'], ['IMP'], ['IDA', 'IMP'], ['ISS'], ['IMP'], ['IDA']]"
28,GO:BP,GO:0030155,regulation of cell adhesion,1.9786451849879025e-08,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",617,95,22,16307,0.23157894736842105,0.03565640194489465,query_1,"['GO:0007155', 'GO:0050794']","['CCL2', 'IL4', 'CCL5', 'IL1B', 'VEGFA', 'ARG1', 'IL1RN', 'PLAU', 'TNF', 'ADA', 'ALOX5', 'PPP2CA', 'TNC', 'PTEN', 'PRKCZ', 'HLA-DRB1', 'TENM3', 'MYB', 'HLA-DPB1', 'HLA-G', 'TBX21', 'LIF']","[['ISS'], ['IDA', 'ISS', 'IBA'], ['IDA'], ['IDA', 'IBA', 'NAS'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP'], ['IDA'], ['ISS'], ['NAS'], ['IDA', 'IBA'], ['IMP'], ['ISS'], ['IDA', 'IMP', 'IBA'], ['ISS'], ['IMP'], ['IMP', 'IBA'], ['IDA', 'IMP'], ['ISS'], ['IMP']]"
29,GO:BP,GO:0032101,regulation of response to external stimulus,2.2323511513545364e-08,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",831,95,25,16307,0.2631578947368421,0.030084235860409144,query_1,"['GO:0009605', 'GO:0048583']","['CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'IRAK3', 'NPY', 'BBS4', 'CASP8', 'PLAU', 'TNF', 'ALOX5', 'PARP1', 'GSTP1', 'PTEN', 'HLA-DRB1', 'EDN1', 'PTGS2', 'TSLP', 'HLA-G']","[['IDA'], ['IGI', 'IBA', 'IC'], ['TAS'], ['IGI'], ['IDA', 'IBA', 'TAS'], ['IGI', 'ISS', 'TAS'], ['IDA', 'ISS', 'IBA', 'NAS'], ['IMP'], ['ISS', 'IBA', 'TAS'], ['ISS', 'IBA'], ['ISS', 'TAS'], ['ISS'], ['ISS'], ['ISS'], ['IBA', 'TAS', 'IC'], ['IDA', 'ISS', 'TAS'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP'], ['NAS'], ['IMP', 'ISS'], ['IDA'], ['TAS'], ['ISS', 'NAS'], ['IMP'], ['IDA', 'IMP']]"
30,WP,WP:WP4754,IL-18 signaling pathway,2.3976459092297765e-08,True,IL-18 signaling pathway,273,86,19,7899,0.22093023255813954,0.0695970695970696,query_1,['WP:000000'],"['CCL2', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'VEGFA', 'ARG1', 'CASP8', 'BCL2', 'NOS2', 'TNF', 'PARP1', 'PTEN', 'HMOX1', 'NFKB2', 'TIMP3', 'PTGS2', 'TBX21', 'ICAM1']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
31,REAC,REAC:R-HSA-168256,Immune System,2.532319813287107e-08,True,Immune System,2041,82,42,10777,0.5121951219512195,0.020578147966683,query_1,['REAC:0000000'],"['CCL2', 'IL4', 'MMP9', 'MUC7', 'IL13', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'CAT', 'IRAK3', 'CASP8', 'CPN1', 'BCL2', 'SOD1', 'IL1RN', 'PLAU', 'NOS2', 'IL1RL1', 'TNF', 'TALDO1', 'ALOX5', 'PPP2CA', 'GSTP1', 'PTEN', 'HLA-DRB1', 'HMOX1', 'NFKB2', 'HLA-DPB1', 'ORMDL3', 'KIF3A', 'PTGS2', 'TSLP', 'HLA-G', 'MS4A2', 'ICAM1', 'LIF', 'LIFR']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
32,GO:BP,GO:1901700,response to oxygen-containing compound,3.2179645989333275e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1000,95,27,16307,0.28421052631578947,0.027,query_1,['GO:0042221'],"['CCL2', 'MMP9', 'CCL5', 'IL1B', 'CD14', 'CAT', 'IRAK3', 'CFTR', 'SOD1', 'PTGER2', 'NOS2', 'TNF', 'PARP1', 'ADCY2', 'NQO1', 'GSTP1', 'PRKCZ', 'ADRB2', 'POSTN', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'PDE4B', 'ICAM1', 'CALCRL', 'CXCL6']","[['IDA', 'ISS'], ['IDA', 'ISS'], ['IDA'], ['IDA', 'ISS', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'IBA'], ['ISS'], ['IDA', 'IMP', 'IGI', 'ISS'], ['IDA', 'ISS', 'IBA', 'IC'], ['ISS', 'IBA'], ['IBA'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['ISS'], ['IMP', 'ISS'], ['IGI'], ['IDA'], ['IMP'], ['ISS'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['IDA'], ['IDA', 'IBA']]"
33,GO:BP,GO:0048584,positive regulation of response to stimulus,3.70318783692849e-08,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1924,95,37,16307,0.3894736842105263,0.019230769230769232,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']","['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'IRAK3', 'NPY', 'CASP8', 'BCL2', 'SOD1', 'PLAU', 'TNF', 'PARP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'MYB', 'HLA-DPB1', 'MYLK', 'TIMP3', 'PTGS2', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'ICAM1', 'LIF', 'CCL15']","[['IBA'], ['IDA', 'IGI', 'ISS', 'IBA'], ['IMP'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IGI', 'ISS', 'TAS', 'IC'], ['IBA'], ['IDA', 'IGI', 'ISS', 'IBA', 'NAS'], ['IMP'], ['ISS', 'IBA', 'TAS'], ['IDA', 'ISS', 'IBA'], ['ISS', 'TAS'], ['ISS'], ['IMP', 'IEP'], ['IMP'], ['IMP', 'ISS'], ['IC'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IGI'], ['IMP', 'ISS'], ['IMP', 'ISS'], ['IDA', 'IGI'], ['IDA'], ['HMP'], ['IDA'], ['IMP'], ['IMP'], ['IDA'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['IMP'], ['IDA'], ['ISS'], ['IMP'], ['IDA'], ['IBA']]"
34,KEGG,KEGG:05310,Asthma,3.807282350977381e-08,True,Asthma,27,83,8,8091,0.0963855421686747,0.2962962962962963,query_1,['KEGG:00000'],"['IL4', 'IL13', 'CCL11', 'IL5', 'TNF', 'HLA-DRB1', 'HLA-DPB1', 'MS4A2']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
35,GO:BP,GO:0006955,immune response,3.900054511135858e-08,True,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",1440,95,32,16307,0.3368421052631579,0.022222222222222223,query_1,"['GO:0002376', 'GO:0050896']","['CCR3', 'CCL2', 'IL4', 'MUC7', 'CCL5', 'IL1B', 'CCL11', 'ARG1', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'IL1RN', 'NOS2', 'IL1RL1', 'TNF', 'ALOX5', 'PARP1', 'PRKCZ', 'HLA-DRB1', 'PDE4D', 'MYB', 'CXCL14', 'HLA-DPB1', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'MS4A2', 'ICAM1', 'CXCL6', 'CCL15']","[['IBA'], ['IEP', 'ISS', 'IBA', 'TAS'], ['IDA', 'ISS', 'IBA', 'TAS'], ['IDA'], ['IEP', 'IBA', 'TAS'], ['IDA', 'IGI', 'IC'], ['IBA'], ['IMP'], ['ISS', 'IBA'], ['ISS', 'TAS'], ['ISS'], ['IMP', 'TAS'], ['IBA', 'NAS'], ['NAS'], ['NAS'], ['IDA', 'IMP'], ['ISS'], ['IDA', 'IMP'], ['ISS'], ['IDA', 'IMP', 'TAS', 'NAS'], ['IMP'], ['IMP'], ['IBA'], ['IDA'], ['IDA'], ['IMP'], ['IDA', 'IMP', 'IC'], ['ISS'], ['IMP'], ['IMP'], ['IDA', 'IBA'], ['IBA']]"
36,GO:BP,GO:0001819,positive regulation of cytokine production,4.237169663830692e-08,True,"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",396,95,18,16307,0.18947368421052632,0.045454545454545456,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']","['IL4', 'IL13', 'IL1B', 'IL33', 'CD14', 'CASP8', 'SOD1', 'NOS2', 'TNF', 'PRKCZ', 'HMOX1', 'PDE4D', 'HLA-DPB1', 'PTGS2', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21']","[['IDA', 'IGI', 'IBA'], ['IGI'], ['IDA', 'IMP', 'IGI', 'ISS', 'TAS'], ['IDA', 'ISS', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IMP'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS'], ['ISS'], ['TAS'], ['IMP'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['IMP'], ['IDA'], ['ISS']]"
37,WP,WP:WP2328,Allograft rejection,5.088490638390704e-08,True,Allograft rejection,88,86,12,7899,0.13953488372093023,0.13636363636363635,query_1,['WP:000000'],"['IL4', 'IL13', 'IL1B', 'IL5', 'VEGFA', 'TGFB1', 'CASP8', 'TNF', 'PRKCZ', 'HLA-DRB1', 'HLA-DPB1', 'HLA-G']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
38,GO:BP,GO:0050896,response to stimulus,6.098922897659956e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",7194,95,74,16307,0.7789473684210526,0.01028634973589102,query_1,['GO:0008150'],"['CCR3', 'CCL2', 'IL4', 'MMP9', 'MUC7', 'IL13', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'VEGFA', 'ARG1', 'IL33', 'GSTM1', 'CD14', 'PTGIR', 'ARG2', 'CAT', 'IRAK3', 'NPY', 'BBS4', 'CASP8', 'BCL2', 'CFTR', 'ERCC2', 'SOD1', 'PTGER2', 'IL1RN', 'TBXA2R', 'GSDMB', 'PLAU', 'NOS2', 'IL1RL1', 'TNF', 'ADA', 'ALOX5', 'PPP2CA', 'PARP1', 'ADCY2', 'NQO1', 'ADCYAP1R1', 'DNMT1', 'GSTP1', 'KRT19', 'TNC', 'PTEN', 'PRKCZ', 'ADRB2', 'POSTN', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'RAD50', 'SCGB1A1', 'MYB', 'CXCL14', 'HLA-DPB1', 'MYLK', 'TIMP3', 'PTGS2', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'MS4A2', 'ICAM1', 'ANKRD13C', 'PTGDR', 'LIF', 'LIFR', 'CALCRL', 'CXCL6', 'CCL15']","[['IBA', 'TAS'], ['IDA', 'IMP', 'IEP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IGI', 'ISS', 'IBA', 'TAS', 'IC'], ['IDA', 'IMP', 'ISS', 'TAS'], ['IDA'], ['IGI', 'TAS'], ['IDA', 'IMP', 'IEP', 'IBA', 'TAS', 'NAS', 'IC'], ['IDA', 'IMP', 'IGI', 'IEP', 'ISS', 'IBA', 'TAS', 'NAS', 'IC'], ['IDA', 'IBA', 'TAS'], ['TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS'], ['IMP'], ['ISS', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS'], ['IMP', 'ISS', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IC'], ['ISS', 'IBA', 'TAS'], ['ISS'], ['IDA', 'IMP', 'IEP', 'ISS', 'IBA', 'TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'IGI', 'ISS'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IBA', 'NAS'], ['IBA', 'TAS'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IC'], ['IDA', 'IMP', 'ISS', 'IBA', 'NAS'], ['TAS', 'NAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'ISS'], ['IMP', 'ISS', 'TAS', 'NAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['ISS', 'IBA'], ['IDA', 'IEP', 'TAS'], ['IBA', 'TAS'], ['IMP'], ['IDA', 'ISS', 'NAS', 'IC'], ['IEP'], ['IDA', 'IEP'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP', 'ISS', 'IBA', 'TAS'], ['IDA', 'IGI', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IMP', 'TAS', 'NAS'], ['IDA', 'IMP', 'IEP', 'HMP', 'ISS', 'IBA', 'TAS'], ['IDA', 'IMP', 'IGI', 'TAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'NAS', 'IC'], ['IDA', 'IMP', 'IBA', 'TAS', 'IC'], ['NAS'], ['IMP'], ['IBA', 'TAS'], ['IDA'], ['IDA'], ['IMP', 'IBA'], ['IEP', 'ISS', 'NAS'], ['IDA', 'IMP'], ['IMP', 'ISS', 'IBA'], ['IDA', 'IMP', 'TAS', 'IC'], ['IEP', 'ISS'], ['IMP', 'IBA'], ['IDA', 'IMP'], ['IDA'], ['IBA', 'NAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IPI', 'IBA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IBA', 'TAS']]"
39,GO:BP,GO:0007166,cell surface receptor signaling pathway,7.767084772399365e-08,True,"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]",2294,95,40,16307,0.42105263157894735,0.017436791630340016,query_1,['GO:0007165'],"['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'PTGIR', 'IRAK3', 'BBS4', 'CASP8', 'BCL2', 'IL1RN', 'PLAU', 'TNF', 'ADA', 'PPP2CA', 'ADCYAP1R1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'HLA-DPB1', 'TIMP3', 'TSLP', 'PDE4B', 'HLA-G', 'MS4A2', 'ICAM1', 'LIF', 'LIFR', 'CXCL6', 'CCL15']","[['IDA', 'IBA', 'TAS'], ['IGI', 'IBA'], ['IMP', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IDA', 'ISS', 'IBA', 'IC'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IMP'], ['ISS'], ['ISS', 'IBA', 'TAS'], ['ISS'], ['IMP', 'ISS', 'IBA', 'IC'], ['ISS'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IMP', 'IGI', 'IBA'], ['IDA', 'IBA'], ['IC'], ['IDA', 'IMP', 'ISS', 'IBA', 'NAS'], ['IDA', 'IBA'], ['NAS'], ['TAS'], ['IDA', 'IC'], ['IDA', 'IMP', 'ISS'], ['IMP', 'ISS'], ['TAS'], ['IDA'], ['IMP'], ['IDA'], ['IMP'], ['IDA'], ['IMP'], ['IDA'], ['IMP'], ['IDA'], ['IBA'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IBA'], ['IBA']]"
40,GO:BP,GO:1901701,cellular response to oxygen-containing compound,8.24000757380474e-08,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",807,95,24,16307,0.25263157894736843,0.02973977695167286,query_1,"['GO:0070887', 'GO:1901700']","['CCL2', 'MMP9', 'CCL5', 'IL1B', 'CD14', 'CAT', 'CFTR', 'SOD1', 'PTGER2', 'TNF', 'PARP1', 'ADCY2', 'NQO1', 'GSTP1', 'PRKCZ', 'ADRB2', 'POSTN', 'HLA-DRB1', 'EDN1', 'PDE4D', 'PDE4B', 'ICAM1', 'CALCRL', 'CXCL6']","[['IDA', 'ISS'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS'], ['ISS', 'IBA', 'IC'], ['ISS', 'IBA'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['ISS'], ['IMP', 'ISS'], ['IGI'], ['IDA'], ['IMP'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['IDA'], ['IDA', 'IBA']]"
41,GO:BP,GO:0002684,positive regulation of immune system process,8.934839055856541e-08,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",886,95,25,16307,0.2631578947368421,0.028216704288939052,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']","['CCL2', 'IL4', 'CCL5', 'IL1B', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'NOS2', 'TNF', 'PRKCZ', 'HLA-DRB1', 'PDE4D', 'MYB', 'HLA-DPB1', 'HAVCR1', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'ICAM1', 'LIF']","[['ISS'], ['IDA', 'ISS', 'IBA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IGI', 'IBA', 'IC'], ['IDA', 'IBA', 'TAS'], ['IMP'], ['IDA', 'ISS'], ['ISS', 'IBA'], ['ISS', 'TAS'], ['IMP'], ['IMP'], ['TAS'], ['IDA', 'NAS'], ['ISS'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IMP'], ['IMP'], ['IDA', 'IMP'], ['ISS'], ['IMP'], ['IDA']]"
